feature,importance
search_position=tester,0.000000
search_position=tester operator,0.000000
search_position=ticket broker,0.000000
search_position=tier,0.000000
search_position=tool builder,0.000000
search_position=tool-and-die supervisor,0.000000
search_position=toxicologist,0.000000
search_position=traffic clerk,0.000000
search_position=transportation engineer,0.000000
search_position=treasurer,0.000000
search_position=trust operations assistant,0.000000
search_position=tube operator,0.000000
search_position=urologist,0.000000
search_position=usher,0.000000
search_position=utilities-and-maintenance supervisor,0.000000
search_position=utility worker,0.000000
search_position=utilization-review coordinator,0.000000
search_position=van driver,0.000000
search_position=vector control assistant,0.000000
search_position=ventilator,0.000000
search_position=veterinary pathologist,0.000000
search_position=waiter/waitress club,0.000000
search_position=warehouse traffic supervisor,0.000000
search_position=wash operator,0.000000
search_position=weather clerk,0.000000
search_position=weaving supervisor,0.000000
search_position=welder helper,0.000000
search_position=welding technician,0.000000
search_position=able seaman,0.000000
search_position=agricultural engineer,0.000000
search_position=air-compressor mechanic,0.000000
search_position=airport attendant,0.000000
search_position=alarm operator,0.000000
search_position=alumni secretary,0.000000
search_position=ambulance attendant,0.000000
search_position=amusement park worker,0.000000
search_position=analyst food and beverage,0.000000
search_position=animal caretaker,0.000000
search_position=animal keeper,0.000000
search_position=aquatic biologist,0.000000
search_position=architect,0.000000
search_position=arranger,0.000000
search_position=assembler component,0.000000
search_position=assembler electromechanical,0.000000
search_position=assembler filters,0.000000
search_position=assembler i,0.000000
search_position=assembler movement,0.000000
search_position=assembly operator,0.000000
search_position=assembly technician,0.000000
search_position=assembly-machine operator,0.000000
search_position=assignment clerk,0.000000
search_position=attendance clerk,0.000000
search_position=attendance officer,0.000000
search_position=automated equipment engineer-technician,0.000000
search_position=automatic-equipment technician,0.000000
search_position=automobile-mechanic helper,0.000000
search_position=avionics technician,0.000000
search_position=bagger,0.000000
search_position=baler,0.000000
search_position=band-saw operator,0.000000
search_position=barber,0.000000
search_position=beach lifeguard,0.000000
search_position=bell captain,0.000000
search_position=bench assembler,0.000000
search_position=bench worker,0.000000
search_position=biochemistry technologist,0.000000
search_position=biological aide,0.000000
search_position=biomedical equipment technician,0.000000
search_position=blacksmith,0.000000
search_position=blender,0.000000
search_position=boiler operator,0.000000
search_position=boiler-out,0.000000
search_position=booking clerk,0.000000
search_position=box maker,0.000000
search_position=box printer,0.000000
search_position=boxing inspector,0.000000
search_position=budget clerk,0.000000
search_position=building inspector,0.000000
search_position=bulk-plant operator,0.000000
search_position=butcher apprentice,0.000000
search_position=cabinetmaker apprentice,0.000000
search_position=cafeteria attendant,0.000000
search_position=cake decorator,0.000000
search_position=calibration laboratory technician,0.000000
search_position=camera operator,0.000000
search_position=can inspector,0.000000
search_position=car hop,0.000000
search_position=car-wash supervisor,0.000000
search_position=cargo checker,0.000000
search_position=carpenter apprentice,0.000000
search_position=cashier courtesy booth,0.000000
search_position=cashier-checker,0.000000
search_position=caustic operator,0.000000
search_position=cell installer,0.000000
search_position=certification and selection specialist,0.000000
search_position=chart calculator,0.000000
search_position=chart clerk,0.000000
search_position=chauffeur,0.000000
search_position=cheese grader,0.000000
search_position=chemical compounder,0.000000
search_position=chemical operator iii,0.000000
search_position=chemical-engineering technician,0.000000
search_position=chemical-equipment sales engineer,0.000000
search_position=chemical-radiation technician,0.000000
search_position=chemist food,0.000000
search_position=chief dispatcher,0.000000
search_position=chief drafter,0.000000
search_position=chief librarian branch or department,0.000000
search_position=children's attendant,0.000000
search_position=chopper,0.000000
search_position=circulation clerk,0.000000
search_position=claims clerk,0.000000
search_position=claims clerk i,0.000000
search_position=cleaner furniture,0.000000
search_position=cleaner hospital,0.000000
search_position=cleaner ii,0.000000
search_position=cleaner industrial,0.000000
search_position=clearing supervisor,0.000000
search_position=clergy member,0.000000
search_position=clerk route,0.000000
search_position=clerk-of-scales,0.000000
search_position=clinical psychologist,0.000000
search_position=code and test clerk,0.000000
search_position=cold-mill operator,0.000000
search_position=collator,0.000000
search_position=color tester,0.000000
search_position=communications technician,0.000000
search_position=company laborer,0.000000
search_position=compounder,0.000000
search_position=computer peripheral equipment operator,0.000000
search_position=conservation technician,0.000000
search_position=continuity clerk,0.000000
search_position=continuity director,0.000000
search_position=contract administrator,0.000000
search_position=control-panel operator,0.000000
search_position=conveyor-maintenance mechanic,0.000000
search_position=cook apprentice pastry,0.000000
search_position=cook helper,0.000000
search_position=cook pastry,0.000000
search_position=cook short order,0.000000
search_position=cosmetologist,0.000000
search_position=counter clerk,0.000000
search_position=counterintelligence agent,0.000000
search_position=cover inspector,0.000000
search_position=credit authorizer,0.000000
search_position=crew scheduler,0.000000
search_position=criminalist,0.000000
search_position=custom tailor,0.000000
search_position=customer-service clerk,0.000000
search_position=customs inspector,0.000000
search_position=cut-in worker,0.000000
search_position=cutter i,0.000000
search_position=cytotechnologist,0.000000
search_position=data communications analyst,0.000000
search_position=decorator,0.000000
search_position=deliverer merchandise,0.000000
search_position=deliverer outside,0.000000
search_position=dental ceramist,0.000000
search_position=department head college or university,0.000000
search_position=design assembler,0.000000
search_position=designer,0.000000
search_position=detective,0.000000
search_position=die-maker apprentice,0.000000
search_position=diet clerk,0.000000
search_position=dietetic technician,0.000000
search_position=dietitian teaching,0.000000
search_position=direct-mail clerk,0.000000
search_position=director day care center,0.000000
search_position=director dental services,0.000000
search_position=director field services,0.000000
search_position=director music,0.000000
search_position=director of placement,0.000000
search_position=director pharmacy services,0.000000
search_position=director records management,0.000000
search_position=director school of nursing,0.000000
search_position=director speech-and-hearing,0.000000
search_position=director stage,0.000000
search_position=director utility accounts,0.000000
search_position=dispatcher chief service or work,0.000000
search_position=dispatcher clerk,0.000000
search_position=dispatcher service,0.000000
search_position=dispatcher traffic or system,0.000000
search_position=distributing clerk,0.000000
search_position=dog groomer,0.000000
search_position=door assembler,0.000000
search_position=drafter civil,0.000000
search_position=drafter electrical,0.000000
search_position=draper,0.000000
search_position=driver sales route,0.000000
search_position=driver's license examiner,0.000000
search_position=dump-truck driver,0.000000
search_position=editor department,0.000000
search_position=election clerk,0.000000
search_position=electric-motor assembler,0.000000
search_position=electrical assembler,0.000000
search_position=electrical engineer,0.000000
search_position=electrical inspector,0.000000
search_position=electrical-installation supervisor,0.000000
search_position=electrician automotive,0.000000
search_position=electrician substation,0.000000
search_position=electronics assembler,0.000000
search_position=electronics engineer,0.000000
search_position=electronics inspector,0.000000
search_position=electronics tester,0.000000
search_position=electronics utility worker,0.000000
search_position=embroidery-machine operator,0.000000
search_position=engineering assistant mechanical equipment,0.000000
search_position=environmental analyst,0.000000
search_position=equestrian,0.000000
search_position=equipment inspector,0.000000
search_position=equipment installer,0.000000
search_position=expedition supervisor,0.000000
search_position=express clerk,0.000000
search_position=farmer general,0.000000
search_position=fiber technologist,0.000000
search_position=field cashier,0.000000
search_position=field-assembly supervisor,0.000000
search_position=field-service engineer,0.000000
search_position=file clerk i,0.000000
search_position=filler,0.000000
search_position=film or videotape editor,0.000000
search_position=final inspector,0.000000
search_position=financial-aids officer,0.000000
search_position=finer,0.000000
search_position=finishing supervisor,0.000000
search_position=fire-control mechanic,0.000000
search_position=first helper,0.000000
search_position=fisher line,0.000000
search_position=fitter helper,0.000000
search_position=flagger,0.000000
search_position=flexographic-press operator,0.000000
search_position=floor attendant,0.000000
search_position=floor broker,0.000000
search_position=floor worker well service,0.000000
search_position=floral designer,0.000000
search_position=flyer,0.000000
search_position=folder,0.000000
search_position=food checker,0.000000
search_position=food mixer,0.000000
search_position=food-and-beverage checker,0.000000
search_position=food-and-beverage controller,0.000000
search_position=food-service worker hospital,0.000000
search_position=forest worker,0.000000
search_position=form designer,0.000000
search_position=former hand,0.000000
search_position=foster parent,0.000000
search_position=foundry metallurgist,0.000000
search_position=foundry supervisor,0.000000
search_position=fountain server,0.000000
search_position=frame hand,0.000000
search_position=freight-loading supervisor,0.000000
search_position=fuller,0.000000
search_position=furnace installer,0.000000
search_position=furniture cleaner,0.000000
search_position=furniture finisher,0.000000
search_position=garden worker,0.000000
search_position=gas-transfer operator,0.000000
search_position=general-handling supervisor,0.000000
search_position=golf-course ranger,0.000000
search_position=grader,0.000000
search_position=grinder,0.000000
search_position=grip,0.000000
search_position=handle assembler,0.000000
search_position=health-equipment servicer,0.000000
search_position=heater,0.000000
search_position=helper electrical,0.000000
search_position=host/hostess ground,0.000000
search_position=host/hostess restaurant,0.000000
search_position=hot-room attendant,0.000000
search_position=house builder,0.000000
search_position=hydraulic operator,0.000000
search_position=incoming-freight clerk,0.000000
search_position=industrial engineering technician,0.000000
search_position=information clerk,0.000000
search_position=injection-molding-machine operator,0.000000
search_position=inspection supervisor,0.000000
search_position=inspector assembly,0.000000
search_position=inspector general,0.000000
search_position=inspector i,0.000000
search_position=inspector plumbing,0.000000
search_position=inspector processing,0.000000
search_position=inspector quality assurance,0.000000
search_position=inspector receiving,0.000000
search_position=inspector type,0.000000
search_position=inspector-packer,0.000000
search_position=instructor physical,0.000000
search_position=instructor physical education,0.000000
search_position=instructor technical training,0.000000
search_position=instrument assembler,0.000000
search_position=instrument-shop supervisor,0.000000
search_position=instrument-technician apprentice,0.000000
search_position=intelligence research specialist,0.000000
search_position=investigator internal affairs,0.000000
search_position=invoice-control clerk,0.000000
search_position=jig builder,0.000000
search_position=judge,0.000000
search_position=keno writer,0.000000
search_position=kettle operator,0.000000
search_position=key cutter,0.000000
search_position=kitchen steward/stewardess,0.000000
search_position=laboratory clerk,0.000000
search_position=landscape gardener,0.000000
search_position=laser technician,0.000000
search_position=lathe hand,0.000000
search_position=lawyer,0.000000
search_position=lawyer patent,0.000000
search_position=lead handler,0.000000
search_position=legal investigator,0.000000
search_position=letter-of-credit clerk,0.000000
search_position=liaison engineer,0.000000
search_position=librarian special collections,0.000000
search_position=library assistant,0.000000
search_position=license clerk,0.000000
search_position=license inspector,0.000000
search_position=line maintainer,0.000000
search_position=line supervisor,0.000000
search_position=linen-room attendant,0.000000
search_position=linen-room supervisor,0.000000
search_position=liner,0.000000
search_position=loading-machine operator,0.000000
search_position=lock assembler,0.000000
search_position=lock maintenance supervisor,0.000000
search_position=locksmith apprentice,0.000000
search_position=log-truck driver,0.000000
search_position=lumber handler,0.000000
search_position=machine assembler,0.000000
search_position=machine cleaner,0.000000
search_position=machine repairer maintenance,0.000000
search_position=machine-shop supervisor production,0.000000
search_position=machinist supervisor outside,0.000000
search_position=mail carrier,0.000000
search_position=mail handler,0.000000
search_position=maintainability engineer,0.000000
search_position=maintenance inspector,0.000000
search_position=manager athlete,0.000000
search_position=manager employee welfare,0.000000
search_position=manager lodging facilities,0.000000
search_position=manager personnel,0.000000
search_position=manager quality control,0.000000
search_position=market-research analyst i,0.000000
search_position=masseur/masseuse,0.000000
search_position=material clerk,0.000000
search_position=materials scientist,0.000000
search_position=mathematical technician,0.000000
search_position=mathematician,0.000000
search_position=meat cutter,0.000000
search_position=mechanical technician laboratory,0.000000
search_position=mechanical-test technician,0.000000
search_position=media clerk,0.000000
search_position=media director,0.000000
search_position=medical-equipment repairer,0.000000
search_position=membership secretary,0.000000
search_position=metal fabricator,0.000000
search_position=metallurgist physical,0.000000
search_position=metrologist,0.000000
search_position=microbiology technologist,0.000000
search_position=microfilm processor,0.000000
search_position=millwright,0.000000
search_position=mixing supervisor,0.000000
search_position=model maker,0.000000
search_position=mold maker,0.000000
search_position=mold-maker apprentice,0.000000
search_position=mortgage loan closer,0.000000
search_position=mortgage loan processor,0.000000
search_position=museum technician,0.000000
search_position=music engraver,0.000000
search_position=neurologist,0.000000
search_position=news assistant,0.000000
search_position=news librarian,0.000000
search_position=nuclear-criticality safety engineer,0.000000
search_position=nurse practitioner,0.000000
search_position=nurse private duty,0.000000
search_position=nurse supervisor community-health nursing,0.000000
search_position=office-machine servicer,0.000000
search_position=opener,0.000000
search_position=operational test mechanic,0.000000
search_position=ophthalmic technician,0.000000
search_position=optical engineer,0.000000
search_position=optician,0.000000
search_position=orchestrator,0.000000
search_position=order caller,0.000000
search_position=order runner,0.000000
search_position=osteopathic physician,0.000000
search_position=outside property agent,0.000000
search_position=packager hand,0.000000
search_position=packaging engineer,0.000000
search_position=pad hand,0.000000
search_position=pager,0.000000
search_position=paint mixer hand,0.000000
search_position=park naturalist,0.000000
search_position=parking-lot attendant,0.000000
search_position=passenger representative,0.000000
search_position=passenger service representative,0.000000
search_position=pastoral assistant,0.000000
search_position=patent agent,0.000000
search_position=pediatric dentist,0.000000
search_position=perfumer,0.000000
search_position=personal attendant,0.000000
search_position=pharmacist assistant,0.000000
search_position=pharmacologist,0.000000
search_position=phlebotomist,0.000000
search_position=photo technician,0.000000
search_position=photojournalist,0.000000
search_position=physical therapist assistant,0.000000
search_position=physical therapy aide,0.000000
search_position=physicist,0.000000
search_position=pick-up operator,0.000000
search_position=picker,0.000000
search_position=pinsetter mechanic automatic,0.000000
search_position=pipe installer,0.000000
search_position=pipe-fitter supervisor,0.000000
search_position=pipe-organ builder,0.000000
search_position=plan checker,0.000000
search_position=plant pathologist,0.000000
search_position=plant propagator,0.000000
search_position=police aide,0.000000
search_position=police officer crime prevention,0.000000
search_position=police officer i,0.000000
search_position=police officer ii,0.000000
search_position=police-academy instructor,0.000000
search_position=policy-change clerk,0.000000
search_position=polisher,0.000000
search_position=political scientist,0.000000
search_position=polysomnographic technician,0.000000
search_position=port engineer,0.000000
search_position=power operator,0.000000
search_position=power-plant operator,0.000000
search_position=powered bridge specialist,0.000000
search_position=preparation-room worker,0.000000
search_position=press feeder,0.000000
search_position=press helper,0.000000
search_position=printed circuit designer,0.000000
search_position=process controller,0.000000
search_position=process inspector,0.000000
search_position=procurement clerk,0.000000
search_position=product-safety engineer,0.000000
search_position=production assistant,0.000000
search_position=production clerk,0.000000
search_position=professional athlete,0.000000
search_position=program proposals coordinator,0.000000
search_position=programming equipment operator,0.000000
search_position=prompter,0.000000
search_position=proofreader,0.000000
search_position=property clerk,0.000000
search_position=property custodian,0.000000
search_position=psychiatric aide,0.000000
search_position=psychologist chief,0.000000
search_position=psychologist engineering,0.000000
search_position=pull-out operator,0.000000
search_position=pulmonary-function technician,0.000000
search_position=pump mechanic,0.000000
search_position=purchasing agent,0.000000
search_position=quality assurance supervisor,0.000000
search_position=quality control engineer,0.000000
search_position=quality control technician,0.000000
search_position=quality-control clerk,0.000000
search_position=quality-control coordinator,0.000000
search_position=quality-control supervisor,0.000000
search_position=quality-control tester,0.000000
search_position=radiation-protection engineer,0.000000
search_position=radiation-therapy technologist,0.000000
search_position=radio mechanic,0.000000
search_position=railroad engineer,0.000000
search_position=rate supervisor,0.000000
search_position=rater,0.000000
search_position=receipt-and-report clerk,0.000000
search_position=receptionist,0.000000
search_position=recorder,0.000000
search_position=records-management analyst,0.000000
search_position=recovery operator,0.000000
search_position=recreational therapist,0.000000
search_position=recruiter,0.000000
search_position=referral-and-information aide,0.000000
search_position=repair operator,0.000000
search_position=repairer,0.000000
search_position=reproduction technician,0.000000
search_position=research assistant i,0.000000
search_position=reservation clerk,0.000000
search_position=reserve operator,0.000000
search_position=retirement officer,0.000000
search_position=ride operator,0.000000
search_position=rigger,0.000000
search_position=rigger supervisor,0.000000
search_position=road supervisor,0.000000
search_position=roller,0.000000
search_position=roller operator,0.000000
search_position=roofing supervisor,0.000000
search_position=room-service clerk,0.000000
search_position=route aide,0.000000
search_position=router,0.000000
search_position=rural mail carrier,0.000000
search_position=safety engineer mines,0.000000
search_position=sales clerk food,0.000000
search_position=sales engineer mechanical equipment,0.000000
search_position=sales representative building equipment and supplies,0.000000
search_position=sales representative containers,0.000000
search_position=sales representative education courses,0.000000
search_position=sales representative franchise,0.000000
search_position=sales representative general merchandise,0.000000
search_position=sales representative safety apparel and equipment,0.000000
search_position=sales representative school equipment and supplies,0.000000
search_position=sales representative security systems,0.000000
search_position=sales representative signs,0.000000
search_position=sales representative textiles,0.000000
search_position=sales representative uniforms,0.000000
search_position=salesperson books,0.000000
search_position=salesperson furniture,0.000000
search_position=sampler,0.000000
search_position=sandwich maker,0.000000
search_position=sanitary engineer,0.000000
search_position=save-all operator,0.000000
search_position=scale mechanic,0.000000
search_position=scale operator,0.000000
search_position=schedule maker,0.000000
search_position=school secretary,0.000000
search_position=screen cleaner,0.000000
search_position=screen writer,0.000000
search_position=script reader,0.000000
search_position=seed analyst,0.000000
search_position=selector,0.000000
search_position=senior reservations agent,0.000000
search_position=senior technician controls,0.000000
search_position=set designer,0.000000
search_position=set-key driver,0.000000
search_position=set-up mechanic,0.000000
search_position=setter,0.000000
search_position=sewer and inspector,0.000000
search_position=sewer hand,0.000000
search_position=sheet-metal worker,0.000000
search_position=shelving supervisor,0.000000
search_position=shoe-repair supervisor,0.000000
search_position=signal maintainer,0.000000
search_position=signal supervisor,0.000000
search_position=ski patroller,0.000000
search_position=slitter,0.000000
search_position=social secretary,0.000000
search_position=soil-conservation technician,0.000000
search_position=solderer,0.000000
search_position=sorter,0.000000
search_position=sorting supervisor,0.000000
search_position=sous chef,0.000000
search_position=special agent,0.000000
search_position=specialties operator,0.000000
search_position=spot cleaner,0.000000
search_position=stacker,0.000000
search_position=stage technician,0.000000
search_position=station agent i,0.000000
search_position=steamer,0.000000
search_position=stenographer,0.000000
search_position=steward/stewardess,0.000000
search_position=steward/stewardess wine,0.000000
search_position=stock checker apparel,0.000000
search_position=stock clerk,0.000000
search_position=stock cutter,0.000000
search_position=stock preparer,0.000000
search_position=stocking-and-box-shop supervisor,0.000000
search_position=stonemason,0.000000
search_position=street cleaner,0.000000
search_position=stretcher,0.000000
search_position=supervisor,0.000000
search_position=supervisor assembly,0.000000
search_position=supervisor assembly department,0.000000
search_position=supervisor brake repair,0.000000
search_position=supervisor cell-efficiency,0.000000
search_position=supervisor customer records division,0.000000
search_position=supervisor delivery department,0.000000
search_position=supervisor drying,0.000000
search_position=supervisor electronics systems maintenance,0.000000
search_position=supervisor engine assembly,0.000000
search_position=supervisor engine-repair,0.000000
search_position=supervisor fabrication department,0.000000
search_position=supervisor film processing,0.000000
search_position=supervisor finishing,0.000000
search_position=supervisor garage,0.000000
search_position=supervisor gate services,0.000000
search_position=supervisor gear repair,0.000000
search_position=supervisor grinding,0.000000
search_position=supervisor housecleaner,0.000000
search_position=supervisor instrument repair,0.000000
search_position=supervisor loading and unloading,0.000000
search_position=supervisor lubrication,0.000000
search_position=supervisor microwave,0.000000
search_position=supervisor mixing,0.000000
search_position=supervisor ovens,0.000000
search_position=supervisor paint,0.000000
search_position=supervisor painting,0.000000
search_position=supervisor paper testing,0.000000
search_position=supervisor parking lot,0.000000
search_position=supervisor payroll,0.000000
search_position=supervisor preparation plant,0.000000
search_position=supervisor prepress,0.000000
search_position=supervisor product inspection,0.000000
search_position=supervisor production department,0.000000
search_position=supervisor public message service,0.000000
search_position=supervisor receiving and processing,0.000000
search_position=supervisor refining,0.000000
search_position=supervisor route sales-delivery drivers,0.000000
search_position=supervisor sample preparation,0.000000
search_position=supervisor screen making,0.000000
search_position=supervisor shipping,0.000000
search_position=supervisor show operations,0.000000
search_position=supervisor special education,0.000000
search_position=supervisor specialty plant,0.000000
search_position=supervisor swimming-pool maintenance,0.000000
search_position=supervisor vi,0.000000
search_position=supervisor wet end,0.000000
search_position=supervisor wet room,0.000000
search_position=supervisor word processing,0.000000
search_position=table hand,0.000000
search_position=take-up operator,0.000000
search_position=tank assembler,0.000000
search_position=tax attorney,0.000000
search_position=tax preparer,0.000000
search_position=teacher adult education,0.000000
search_position=teacher aide i,0.000000
search_position=teacher aide ii,0.000000
search_position=teacher art,0.000000
search_position=teacher elementary school,0.000000
search_position=teacher visually impaired,0.000000
search_position=technical training coordinator,0.000000
search_position=telecommunicator,0.000000
search_position=telephone operator,0.000000
search_position=telephone operator chief,0.000000
search_position=television installer,0.000000
search_position=teller head,0.000000
search_position=teller vault,0.000000
search_position=test driver i,0.000000
search_position=test engineer mechanical equipment,0.000000
search_position=test equipment mechanic,0.000000
search_position=test fixture designer,0.000000
search_position=test technician,0.000000
search_position=ticket agent,0.000000
search_position=tile setter apprentice,0.000000
search_position=timber framer,0.000000
search_position=time-study engineer,0.000000
search_position=tire-service supervisor,0.000000
search_position=title attorney,0.000000
search_position=title examiner,0.000000
search_position=tool maker,0.000000
search_position=tool repairer,0.000000
search_position=tool-grinder operator,0.000000
search_position=tool-maintenance worker,0.000000
search_position=tourist-information assistant,0.000000
search_position=tow-truck operator,0.000000
search_position=tractor mechanic,0.000000
search_position=tractor-trailer-truck driver,0.000000
search_position=traffic agent,0.000000
search_position=traffic-maintenance supervisor,0.000000
search_position=transfer clerk,0.000000
search_position=transfer controller,0.000000
search_position=transfer operator,0.000000
search_position=translator,0.000000
search_position=transportation agent,0.000000
search_position=transportation-equipment-maintenance worker,0.000000
search_position=transporter patients,0.000000
search_position=tree surgeon,0.000000
search_position=trouble shooter i,0.000000
search_position=truck driver light,0.000000
search_position=truck supervisor,0.000000
search_position=umpire,0.000000
search_position=unit clerk,0.000000
search_position=unit operator,0.000000
search_position=utility clerk,0.000000
search_position=utility operator,0.000000
search_position=utility worker production,0.000000
search_position=vault cashier,0.000000
search_position=voice pathologist,0.000000
search_position=waiter/waitress,0.000000
search_position=waiter/waitress bar,0.000000
search_position=washer,0.000000
search_position=washer hand,0.000000
search_position=waste-treatment operator,0.000000
search_position=wastewater-treatment-plant operator,0.000000
search_position=watch repairer,0.000000
search_position=way inspector,0.000000
search_position=web-press operator,0.000000
search_position=weld inspector,0.000000
search_position=welder-assembler,0.000000
search_position=welding supervisor,0.000000
search_position=zoo veterinarian,0.000000
feature_1578,0.000000
feature_1579,0.000000
